Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2025-08-21 10:08:35,2025-08-24 15:21:59,Milda Shop,-40.74,0,EUR,COMPLETED,555.45
Card Payment,Current,2025-08-24 6:10:29,2025-08-25 3:27:13,Inti Dufree Promosindo,-5.25,0.05,EUR,COMPLETED,550.15
Card Payment,Current,2025-08-23 21:18:57,2025-08-25 6:20:10,Grab,-0.82,0.01,EUR,COMPLETED,549.32
Transfer,Current,2025-08-25 7:30:12,2025-08-25 7:30:12,To Instant Access Savings,-0.9,0,EUR,COMPLETED,548.42
Transfer,Current,2025-08-25 10:20:04,2025-08-25 10:20:04,To Instant Access Savings,-2.13,0,EUR,COMPLETED,546.29
Transfer,Current,2025-08-25 12:18:24,2025-08-25 12:18:24,To Instant Access Savings,-0.06,0,EUR,COMPLETED,546.23
Card Payment,Current,2025-08-24 7:35:25,2025-08-25 17:04:32,DFS Group Ltd,-24.14,0.24,EUR,COMPLETED,521.85
Card Payment,Current,2025-08-24 7:27:32,2025-08-25 17:04:36,WHSmith,-0.79,0.01,EUR,COMPLETED,521.05
Card Payment,Current,2025-08-23 20:02:45,2025-08-25 17:04:37,CP Lounge Ubud,-6.11,0.06,EUR,COMPLETED,514.88
Card Payment,Current,2025-08-23 20:35:47,2025-08-25 17:04:37,CP Lounge Ubud,-6.17,0.06,EUR,COMPLETED,508.65
Card Payment,Current,2025-08-25 12:18:23,2025-08-26 12:29:27,Pam Panorama,-24.98,0,EUR,COMPLETED,483.67
Card Payment,Current,2025-08-25 7:30:11,2025-08-26 13:26:18,Dufry,-7.7,0,EUR,COMPLETED,475.97
Card Payment,Current,2025-08-25 10:20:04,2025-08-26 13:33:42,Europam,-30.01,0,EUR,COMPLETED,445.96
Transfer,Current,2025-08-27 14:14:32,2025-08-27 14:14:33,To Instant Access Savings,-2.55,0,EUR,COMPLETED,443.41
Transfer,Current,2025-08-27 20:47:53,2025-08-27 20:47:53,To Instant Access Savings,-3,0,EUR,COMPLETED,440.41
Card Payment,Current,2025-08-27 14:14:32,2025-08-28 3:49:52,Amazon,-8.15,0,EUR,COMPLETED,432.26
Card Payment,Current,2025-08-27 20:47:48,2025-08-28 10:05:29,Asaduzzaman Sy,-8,0,EUR,COMPLETED,424.26
Transfer,Current,2025-08-29 8:00:19,2025-08-29 8:00:19,To Instant Access Savings,-1.53,0,EUR,COMPLETED,422.73
Transfer,Current,2025-08-29 11:03:44,2025-08-29 11:03:45,To Instant Access Savings,-20,0,EUR,COMPLETED,402.73
Transfer,Current,2025-08-29 15:54:26,2025-08-29 15:54:26,To Instant Access Savings,-0.06,0,EUR,COMPLETED,402.67
Transfer,Current,2025-08-29 15:59:32,2025-08-29 15:59:32,To Instant Access Savings,-1.8,0,EUR,COMPLETED,400.87
Card Payment,Current,2025-08-29 8:00:18,2025-08-29 16:35:19,Amazon,-3.49,0,EUR,COMPLETED,397.38
Transfer,Current,2025-08-29 21:22:17,2025-08-29 21:22:17,To Instant Access Savings,-1.5,0,EUR,COMPLETED,395.88
Transfer,Current,2025-08-30 10:07:40,2025-08-30 10:07:40,To Robo portfolio,-20,0,EUR,COMPLETED,375.88
Card Payment,Current,2025-08-29 15:54:25,2025-08-30 10:14:45,Decathlon,-11.98,0,EUR,COMPLETED,363.9
Card Payment,Current,2025-08-29 21:22:16,2025-08-30 15:47:21,Self Tabacchi,-5.5,0,EUR,COMPLETED,358.4
Card Payment,Current,2025-08-29 15:59:32,2025-08-30 15:47:58,Acqua & Sapone,-2.4,0,EUR,COMPLETED,356
Transfer,Current,2025-08-30 20:44:53,2025-08-30 20:44:53,To Instant Access Savings,-3,0,EUR,COMPLETED,353
Transfer,Current,2025-08-30 23:01:17,2025-08-30 23:01:18,To Instant Access Savings,-3,0,EUR,COMPLETED,350
Transfer,Current,2025-08-30 23:42:16,2025-08-30 23:42:16,To Instant Access Savings,-3,0,EUR,COMPLETED,347
Transfer,Current,2025-08-31 0:30:14,2025-08-31 0:30:14,To Instant Access Savings,-3,0,EUR,COMPLETED,344
Transfer,Current,2025-08-31 3:32:20,2025-08-31 3:32:20,To Instant Access Savings,-3,0,EUR,COMPLETED,341
Transfer,Current,2025-08-31 13:29:58,2025-08-31 13:29:58,To Instant Access Savings,-2.13,0,EUR,COMPLETED,338.87
Transfer,Current,2025-08-31 17:24:30,2025-08-31 17:24:31,To Instant Access Savings,-0.03,0,EUR,COMPLETED,338.84
Card Payment,Current,2025-08-31 17:24:30,2025-09-01 3:49:10,Amazon,-24.99,0,EUR,COMPLETED,313.85
Card Payment,Current,2025-08-31 13:29:57,2025-09-01 14:04:07,Centro Calor,-20,0,EUR,COMPLETED,293.85
Card Payment,Current,2025-08-30 20:44:53,2025-09-01 15:28:30,Memorial Giacomo Brian,-13,0,EUR,COMPLETED,280.85
Card Payment,Current,2025-08-30 23:01:17,2025-09-01 15:28:30,Memorial Giacomo Brian,-12,0,EUR,COMPLETED,268.85
Card Payment,Current,2025-08-30 23:42:15,2025-09-01 15:28:30,Memorial Giacomo Brian,-4,0,EUR,COMPLETED,264.85
Card Payment,Current,2025-08-31 0:30:13,2025-09-01 15:28:30,Memorial Giacomo Brian,-22,0,EUR,COMPLETED,242.85
Card Payment,Current,2025-08-31 3:32:20,2025-09-01 15:28:30,Memorial Giacomo Brian,-2,0,EUR,COMPLETED,240.85
Transfer,Current,2025-09-04 17:01:27,2025-09-04 17:01:27,To Instant Access Savings,-2.46,0,EUR,COMPLETED,238.39
Transfer,Current,2025-09-04 19:59:34,2025-09-04 19:59:34,To Instant Access Savings,-0.57,0,EUR,COMPLETED,237.82
Transfer,Current,2025-09-04 23:23:23,2025-09-04 23:23:23,To Instant Access Savings,-0.03,0,EUR,COMPLETED,237.79
Card Payment,Current,2025-09-04 23:23:22,2025-09-05 6:53:42,Amazon,-6.99,0,EUR,COMPLETED,230.8
Card Payment,Current,2025-09-04 17:01:26,2025-09-05 10:01:01,Pam Panorama,-59.18,0,EUR,COMPLETED,171.62
Transfer,Current,2025-09-05 11:04:54,2025-09-05 11:04:54,To Instant Access Savings,-20,0,EUR,COMPLETED,151.62
Transfer,Current,2025-09-05 22:01:06,2025-09-05 22:01:06,To Instant Access Savings,-1.5,0,EUR,COMPLETED,150.12
Transfer,Current,2025-09-05 22:26:55,2025-09-05 22:26:55,To Instant Access Savings,-3,0,EUR,COMPLETED,147.12
Transfer,Current,2025-09-05 23:02:21,2025-09-05 23:02:21,To Instant Access Savings,-1.5,0,EUR,COMPLETED,145.62
Card Payment,Current,2025-09-05 22:01:06,2025-09-06 6:46:14,Bird,-2.5,0,EUR,COMPLETED,143.12
Deposit,Current,2025-09-06 9:21:53,2025-09-06 9:21:53,Payment from PALLOMO MATTEO,2000,0,EUR,COMPLETED,2143.12
Transfer,Current,2025-09-06 10:05:55,2025-09-06 10:05:55,To Robo portfolio,-20,0,EUR,COMPLETED,2123.12
Transfer,Current,2025-09-06 11:39:17,2025-09-06 11:39:17,To Instant Access Savings,-2.37,0,EUR,COMPLETED,2120.75
Transfer,Current,2025-09-06 13:22:05,2025-09-06 13:22:05,To Instant Access Savings,-0.18,0,EUR,COMPLETED,2120.57
Card Payment,Current,2025-09-04 19:59:33,2025-09-06 13:37:33,Tanzania Immigration Department,-43.81,0,EUR,COMPLETED,2076.76
Card Payment,Current,2025-09-05 23:02:20,2025-09-06 14:04:48,The Shamrock Inn,-41.5,0,EUR,COMPLETED,2035.26
Card Payment,Current,2025-09-05 22:26:54,2025-09-06 14:10:16,Pastis,-10,0,EUR,COMPLETED,2025.26
Transfer,Current,2025-09-06 15:25:57,2025-09-06 15:25:57,To Instant Access Savings,-1.2,0,EUR,COMPLETED,2024.06
Transfer,Current,2025-09-06 17:57:11,2025-09-06 17:57:11,To Instant Access Savings,-3,0,EUR,COMPLETED,2021.06
Transfer,Current,2025-09-06 19:20:58,2025-09-06 19:20:58,To Instant Access Savings,-0.75,0,EUR,COMPLETED,2020.31
Transfer,Current,2025-09-06 19:33:18,2025-09-06 19:33:18,To Instant Access Savings,-2.55,0,EUR,COMPLETED,2017.76
Transfer,Current,2025-09-06 22:55:27,2025-09-06 22:55:27,To Instant Access Savings,-3,0,EUR,COMPLETED,2014.76
Card Payment,Current,2025-09-06 15:25:56,2025-09-07 3:45:18,Bird,-0.6,0,EUR,COMPLETED,2014.16
Card Payment,Current,2025-09-06 19:20:57,2025-09-07 3:45:22,Bird,-1.5,0,EUR,COMPLETED,2012.66
Card Payment,Current,2025-09-06 17:57:10,2025-09-07 10:06:44,Imbarchino,-12,0,EUR,COMPLETED,2000.66
Transfer,Current,2025-09-07 15:40:07,2025-09-07 15:40:08,To Instant Access Savings,-3,0,EUR,COMPLETED,1997.66
Card Payment,Current,2025-09-06 22:55:26,2025-09-07 16:22:05,The Isle of Skye,-12,0,EUR,COMPLETED,1985.66
Transfer,Current,2025-09-07 18:57:45,2025-09-07 18:57:45,To Instant Access Savings,-3,0,EUR,COMPLETED,1982.66
Transfer,Current,2025-09-07 19:36:57,2025-09-07 19:36:57,To Instant Access Savings,-1.5,0,EUR,COMPLETED,1981.16
Transfer,Current,2025-09-07 19:58:25,2025-09-07 19:58:25,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1981.13
Card Payment,Current,2025-09-07 19:36:57,2025-09-08 3:54:18,Bird,-1.5,0,EUR,COMPLETED,1979.63
Card Payment,Current,2025-09-06 19:32:48,2025-09-08 6:59:34,Carrefour,-11.15,0,EUR,COMPLETED,1968.48
Card Payment,Current,2025-09-07 19:58:24,2025-09-08 7:01:06,Amazon,-7.99,0,EUR,COMPLETED,1960.49
Card Payment,Current,2025-09-07 15:40:07,2025-09-08 9:53:51,Alberto Marchetti Gelaterie,-7,0,EUR,COMPLETED,1953.49
Card Payment,Current,2025-09-06 11:39:16,2025-09-08 9:54:16,Decathlon,-135.21,0,EUR,COMPLETED,1818.28
Card Payment,Current,2025-09-07 18:57:44,2025-09-08 10:06:23,Open Baladin,-13,0,EUR,COMPLETED,1805.28
Card Payment,Current,2025-09-06 13:22:04,2025-09-08 17:25:30,Amazon,-125.94,0,EUR,COMPLETED,1679.34
Transfer,Current,2025-09-09 17:49:12,2025-09-09 17:49:12,To Instant Access Savings,-0.21,0,EUR,COMPLETED,1679.13
Transfer,Current,2025-09-09 22:23:08,2025-09-09 22:23:09,To Instant Access Savings,-0.9,0,EUR,COMPLETED,1678.23
Card Refund,Current,2025-09-09 2:00:00,2025-09-10 4:05:50,Amazon,24.99,0,EUR,COMPLETED,1703.22
Card Payment,Current,2025-09-09 22:23:08,2025-09-10 6:37:36,Sushigari Societa A Re,-36.7,0,EUR,COMPLETED,1666.52
Card Payment,Current,2025-09-09 17:49:11,2025-09-10 13:14:32,Pam Panorama,-22.93,0,EUR,COMPLETED,1643.59
Transfer,Current,2025-09-10 18:49:25,2025-09-10 18:49:25,To Instant Access Savings,-2.46,0,EUR,COMPLETED,1641.13
Transfer,Current,2025-09-10 19:18:43,2025-09-10 19:18:43,To Instant Access Savings,-0.75,0,EUR,COMPLETED,1640.38
Card Payment,Current,2025-09-10 18:48:46,2025-09-11 6:50:44,Carrefour,-3.18,0,EUR,COMPLETED,1637.2
Card Payment,Current,2025-09-10 19:18:42,2025-09-11 13:16:34,Zanzibar Insurance Corporation,-37.75,0,EUR,COMPLETED,1599.45
Card Payment,Current,2025-09-11 17:36:46,,Amazon,-33.98,0,EUR,REVERTED,
Transfer,Current,2025-09-11 17:36:47,2025-09-11 17:36:47,To Instant Access Savings,-0.06,0,EUR,COMPLETED,1599.39
Transfer,Current,2025-09-11 17:40:06,2025-09-11 17:40:06,To Instant Access Savings,-0.06,0,EUR,COMPLETED,1599.33
Card Payment,Current,2025-09-11 17:40:05,2025-09-12 3:47:56,Amazon,-21.98,0,EUR,COMPLETED,1577.35
Transfer,Current,2025-09-12 8:07:43,2025-09-12 8:07:43,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1577.32
Transfer,Current,2025-09-12 9:25:51,2025-09-12 9:25:51,To Instant Access Savings,-3,0,EUR,COMPLETED,1574.32
Transfer,Current,2025-09-12 10:10:56,2025-09-12 10:10:56,To Instant Access Savings,-0.18,0,EUR,COMPLETED,1574.14
Transfer,Current,2025-09-12 10:59:45,2025-09-12 10:59:47,To Instant Access Savings,-20,0,EUR,COMPLETED,1554.14
Transfer,Current,2025-09-12 15:18:28,2025-09-12 15:18:28,To Instant Access Savings,-2.13,0,EUR,COMPLETED,1552.01
Transfer,Current,2025-09-12 16:23:14,2025-09-12 16:23:14,To Instant Access Savings,-0.87,0,EUR,COMPLETED,1551.14
Transfer,Current,2025-09-12 17:03:09,2025-09-12 17:03:09,To Instant Access Savings,-0.3,0,EUR,COMPLETED,1550.84
Transfer,Current,2025-09-12 19:29:43,2025-09-12 19:29:43,To Instant Access Savings,-1.5,0,EUR,COMPLETED,1549.34
Card Payment,Current,2025-09-12 8:07:42,2025-09-13 3:44:49,Amazon,-16.99,0,EUR,COMPLETED,1532.35
Card Payment,Current,2025-09-12 10:10:55,2025-09-13 6:16:17,Ok Market Millesimo,-5.94,0,EUR,COMPLETED,1526.41
Card Payment,Current,2025-09-12 9:25:51,2025-09-13 6:36:01,Autotecnica 3a,-26,0,EUR,COMPLETED,1500.41
Transfer,Current,2025-09-13 10:04:56,2025-09-13 10:04:56,To Robo portfolio,-20,0,EUR,COMPLETED,1480.41
Transfer,Current,2025-09-13 11:29:55,2025-09-13 11:29:56,To Instant Access Savings,-2.13,0,EUR,COMPLETED,1478.28
Transfer,Current,2025-09-13 12:51:14,2025-09-13 12:51:14,To Instant Access Savings,-1.5,0,EUR,COMPLETED,1476.78
Card Payment,Current,2025-09-12 16:23:12,2025-09-13 17:10:29,Ok Market Millesimo,-10.71,0,EUR,COMPLETED,1466.07
Card Payment,Current,2025-09-12 17:03:08,2025-09-13 17:23:48,Legou Mercatone,-6.9,0,EUR,COMPLETED,1459.17
Card Payment,Current,2025-09-12 19:29:42,2025-09-13 17:23:52,Jolly Pub,-16.5,0,EUR,COMPLETED,1442.67
Card Payment,Current,2025-09-12 15:18:28,2025-09-13 17:27:15,Knet,-12.44,0,EUR,COMPLETED,1430.23
Transfer,Current,2025-09-13 19:57:10,2025-09-13 19:57:10,To Instant Access Savings,-0.75,0,EUR,COMPLETED,1429.48
Transfer,Current,2025-09-13 20:09:57,2025-09-13 20:09:57,To Instant Access Savings,-0.99,0,EUR,COMPLETED,1428.49
Transfer,Current,2025-09-13 23:14:11,2025-09-13 23:14:11,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1428.46
Card Payment,Current,2025-09-13 19:57:09,2025-09-14 4:15:24,Bird,-1.5,0,EUR,COMPLETED,1426.96
Card Payment,Current,2025-09-13 23:14:10,2025-09-14 6:25:14,Amazon,-6.99,0,EUR,COMPLETED,1419.97
Card Payment,Current,2025-09-13 20:09:52,2025-09-14 11:28:19,in's mercato,-28.67,0,EUR,COMPLETED,1391.3
Card Payment,Current,2025-09-13 12:51:13,2025-09-14 12:25:44,La Staffa Ristorante,-8.5,0,EUR,COMPLETED,1382.8
Card Payment,Current,2025-09-13 11:27:23,2025-09-14 12:27:15,Knet,-34,0,EUR,COMPLETED,1348.8
Transfer,Current,2025-09-14 17:40:59,2025-09-14 17:40:59,To Instant Access Savings,-1.23,0,EUR,COMPLETED,1347.57
Transfer,Current,2025-09-14 21:15:54,2025-09-14 21:15:54,To Instant Access Savings,-3,0,EUR,COMPLETED,1344.57
Transfer,Current,2025-09-14 22:29:50,2025-09-14 22:29:50,To Instant Access Savings,-0.75,0,EUR,COMPLETED,1343.82
Card Payment,Current,2025-09-14 17:40:58,2025-09-15 4:03:14,Amazon,-24.59,0,EUR,COMPLETED,1319.23
Card Payment,Current,2025-09-14 22:29:50,2025-09-15 4:04:27,Bird,-1.5,0,EUR,COMPLETED,1317.73
Card Payment,Current,2025-09-14 21:15:53,2025-09-15 12:33:35,Open Baladin,-32,0,EUR,COMPLETED,1285.73
Transfer,Current,2025-09-15 19:14:36,2025-09-15 19:14:36,To Instant Access Savings,-0.72,0,EUR,COMPLETED,1285.01
Transfer,Current,2025-09-15 21:36:41,2025-09-15 21:36:41,To Instant Access Savings,-3,0,EUR,COMPLETED,1282.01
Transfer,Current,2025-09-15 22:17:34,2025-09-15 22:17:34,To Instant Access Savings,-3,0,EUR,COMPLETED,1279.01
Transfer,Current,2025-09-15 23:49:44,2025-09-15 23:49:44,To Instant Access Savings,-0.75,0,EUR,COMPLETED,1278.26
Card Payment,Current,2025-09-15 19:14:35,2025-09-16 3:35:28,Airalo,-30.76,0,EUR,COMPLETED,1247.5
Card Payment,Current,2025-09-15 23:49:43,2025-09-16 7:09:49,Bird,-1.75,0,EUR,COMPLETED,1245.75
Card Payment,Current,2025-09-15 22:17:33,2025-09-16 17:17:10,Pastis,-16,0,EUR,COMPLETED,1229.75
Card Payment,Current,2025-09-15 21:36:41,2025-09-16 17:17:11,Pastis,-16,0,EUR,COMPLETED,1213.75
Transfer,Current,2025-09-16 18:48:34,2025-09-16 18:48:34,To Instant Access Savings,-3,0,EUR,COMPLETED,1210.75
Transfer,Current,2025-09-16 19:31:36,2025-09-16 19:31:37,To Instant Access Savings,-3,0,EUR,COMPLETED,1207.75
Transfer,Current,2025-09-16 20:07:42,2025-09-16 20:07:43,To Instant Access Savings,-1.5,0,EUR,COMPLETED,1206.25
Transfer,Current,2025-09-16 22:03:26,2025-09-16 22:03:26,To Instant Access Savings,-0.33,0,EUR,COMPLETED,1205.92
Transfer,Current,2025-09-16 22:05:46,2025-09-16 22:05:46,To Instant Access Savings,-0.9,0,EUR,COMPLETED,1205.02
Card Payment,Current,2025-09-16 22:03:25,2025-09-17 7:04:39,Cooltra,-5.89,0,EUR,COMPLETED,1199.13
Card Payment,Current,2025-09-16 22:05:46,2025-09-17 11:04:58,Tabaccheria,-7.7,0,EUR,COMPLETED,1191.43
Card Payment,Current,2025-09-16 20:07:42,2025-09-17 16:40:09,Mercato Centrale,-12.5,0,EUR,COMPLETED,1178.93
Card Payment,Current,2025-09-16 19:31:36,2025-09-17 16:40:09,Pastis,-5,0,EUR,COMPLETED,1173.93
Card Payment,Current,2025-09-16 18:48:33,2025-09-17 16:40:11,Pastis Wip Work,-9,0,EUR,COMPLETED,1164.93
Transfer,Current,2025-09-18 17:16:33,2025-09-18 17:16:33,To Instant Access Savings,-2.88,0,EUR,COMPLETED,1162.05
Transfer,Current,2025-09-18 20:00:15,2025-09-18 20:00:15,To Instant Access Savings,-0.48,0,EUR,COMPLETED,1161.57
Transfer,Current,2025-09-18 23:10:15,2025-09-18 23:10:15,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1161.54
Card Payment,Current,2025-09-18 20:00:14,2025-09-19 3:54:51,Glovo,-12.84,0,EUR,COMPLETED,1148.7
Card Refund,Current,2025-09-18 2:00:00,2025-09-19 4:12:58,Amazon,24.59,0,EUR,COMPLETED,1173.29
Card Payment,Current,2025-09-18 23:10:15,2025-09-19 7:08:00,Amazon,-6.99,0,EUR,COMPLETED,1166.3
Card Payment,Current,2025-09-18 17:16:14,2025-09-19 7:33:42,Carrefour,-14.04,0,EUR,COMPLETED,1152.26
Transfer,Current,2025-09-19 11:03:51,2025-09-19 11:03:51,To Instant Access Savings,-20,0,EUR,COMPLETED,1132.26
Card Payment,Current,2025-09-19 17:05:45,,Bird,-3.9,0,EUR,REVERTED,
Transfer,Current,2025-09-19 17:05:46,2025-09-19 17:05:46,To Instant Access Savings,-0.3,0,EUR,COMPLETED,1131.96
Transfer,Current,2025-09-19 17:05:47,2025-09-19 17:05:48,To Instant Access Savings,-1.5,0,EUR,COMPLETED,1130.46
Transfer,Current,2025-09-19 17:17:03,2025-09-19 17:17:03,To Instant Access Savings,-0.3,0,EUR,COMPLETED,1130.16
Transfer,Current,2025-09-19 21:55:44,2025-09-19 21:55:44,To Instant Access Savings,-0.9,0,EUR,COMPLETED,1129.26
Card Payment,Current,2025-09-19 17:05:47,2025-09-20 3:55:31,Bird,-1.5,0,EUR,COMPLETED,1127.76
Transfer,Current,2025-09-20 10:06:07,2025-09-20 10:06:08,To Robo portfolio,-20,0,EUR,COMPLETED,1107.76
Card Payment,Current,2025-09-19 17:17:02,2025-09-20 12:06:29,Chef Express,-4.9,0,EUR,COMPLETED,1102.86
Card Payment,Current,2025-09-19 21:55:44,2025-09-20 12:28:04,Briciole Bar,-16.7,0,EUR,COMPLETED,1086.16
Transfer,Current,2025-09-20 12:50:58,2025-09-20 12:50:58,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1086.13
Transfer,Current,2025-09-20 12:56:58,2025-09-20 12:56:58,To Instant Access Savings,-1.44,0,EUR,COMPLETED,1084.69
Card Payment,Current,2025-09-20 12:50:51,2025-09-21 6:00:38,Country Trading Plc E,-5.99,0.06,EUR,COMPLETED,1078.64
Card Payment,Current,2025-09-20 12:56:51,2025-09-22 14:26:44,National Oil Ethiopia Plc,-2.52,0.03,EUR,COMPLETED,1076.09
Transfer,Current,2025-09-26 11:03:18,2025-09-26 11:03:18,To Instant Access Savings,-20,0,EUR,COMPLETED,1056.09
Transfer,Current,2025-09-26 15:12:22,2025-09-26 15:12:22,To Instant Access Savings,-1.5,0,EUR,COMPLETED,1054.59
Card Payment,Current,2025-09-26 15:12:21,2025-09-27 5:38:46,Amazon,-1.5,0,EUR,COMPLETED,1053.09
Transfer,Current,2025-09-27 10:07:30,2025-09-27 10:07:30,To Robo portfolio,-20,0,EUR,COMPLETED,1033.09
Transfer,Current,2025-09-27 19:01:30,2025-09-27 19:01:31,To Instant Access Savings,-2.61,0,EUR,COMPLETED,1030.48
Transfer,Current,2025-09-27 19:16:40,2025-09-27 19:16:40,To Instant Access Savings,-2.22,0,EUR,COMPLETED,1028.26
Transfer,Current,2025-09-27 19:17:29,2025-09-27 19:17:29,To Instant Access Savings,-0.48,0,EUR,COMPLETED,1027.78
Card Payment,Current,2025-09-27 19:16:00,2025-09-28 6:28:29,Vivz Investiment099562,-4.26,0.04,EUR,COMPLETED,1023.48
Card Payment,Current,2025-09-27 19:01:30,2025-09-29 12:44:49,Moivaro Investment & T,-2.13,0.02,EUR,COMPLETED,1021.33
Card Payment,Current,2025-09-27 19:17:28,2025-09-29 12:44:53,Moivaro Investment & T,-2.84,0.03,EUR,COMPLETED,1018.46
Transfer,Current,2025-09-30 16:25:11,2025-09-30 16:25:12,Transfer from LUCA CAPUA,133,0,EUR,COMPLETED,1151.46
Transfer,Current,2025-09-30 17:30:20,2025-09-30 17:30:20,To Instant Access Savings,-1.71,0,EUR,COMPLETED,1149.75
Transfer,Current,2025-09-30 19:25:39,2025-09-30 19:25:40,Transfer from SIMONE SPOZIO,51.14,0,EUR,COMPLETED,1200.89
Transfer,Current,2025-09-30 23:03:39,2025-09-30 23:03:39,To Instant Access Savings,-1.32,0,EUR,COMPLETED,1199.57
ATM,Current,2025-09-30 16:19:25,2025-10-01 3:25:18,Cash withdrawal at Zanzibar_nungwi,-146.12,0,EUR,COMPLETED,1053.45
Transfer,Current,2025-10-01 6:14:44,2025-10-01 6:14:44,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1053.42
Card Payment,Current,2025-09-30 17:30:00,2025-10-01 6:29:04,Sagioma Front Of305770,-3.43,0,EUR,COMPLETED,1049.99
Card Payment,Current,2025-10-01 6:14:43,2025-10-01 15:18:47,Amazon,-6.99,0,EUR,COMPLETED,1043
Transfer,Current,2025-10-01 16:27:43,2025-10-01 16:27:43,To Instant Access Savings,-2.94,0,EUR,COMPLETED,1040.06
Transfer,Current,2025-10-01 23:27:36,2025-10-01 23:27:36,To Instant Access Savings,-0.78,0,EUR,COMPLETED,1039.28
Transfer,Current,2025-10-01 23:44:50,2025-10-01 23:44:50,To Instant Access Savings,-0.78,0,EUR,COMPLETED,1038.5
Card Payment,Current,2025-10-01 16:27:42,2025-10-02 6:17:18,Kaanankira Saulo Mbis,-109.02,0,EUR,COMPLETED,929.48
Card Payment,Current,2025-09-30 23:03:38,2025-10-02 13:21:42,Baraka Restaurant,-20.56,0,EUR,COMPLETED,908.92
Transfer,Current,2025-10-02 13:48:09,2025-10-02 13:48:09,To Instant Access Savings,-2.4,0,EUR,COMPLETED,906.52
Transfer,Current,2025-10-02 21:02:03,2025-10-02 21:02:03,Transfer to Revolut user,-10,0,EUR,COMPLETED,896.52
Transfer,Current,2025-10-03 12:29:16,2025-10-03 12:29:16,Transfer from LUCA CAPUA,13,0,EUR,COMPLETED,909.52
Transfer,Current,2025-10-03 12:30:42,2025-10-03 12:30:42,Transfer from SIMONE SPOZIO,30,0,EUR,COMPLETED,939.52
Card Payment,Current,2025-10-02 13:48:08,2025-10-03 15:43:28,Coccobello,-8.2,0,EUR,COMPLETED,931.32
Card Payment,Current,2025-10-01 23:27:35,2025-10-03 15:43:31,Coccobello,-3.74,0,EUR,COMPLETED,927.58
Card Payment,Current,2025-10-01 23:44:49,2025-10-03 15:43:31,Coccobello,-3.74,0,EUR,COMPLETED,923.84
Transfer,Current,2025-10-03 16:38:47,2025-10-03 16:38:47,To Instant Access Savings,-20,0,EUR,COMPLETED,903.84
Transfer,Current,2025-10-04 10:16:54,2025-10-04 10:16:55,To Robo portfolio,-20,0,EUR,COMPLETED,883.84
Transfer,Current,2025-10-04 11:58:07,2025-10-04 11:58:07,To Instant Access Savings,-0.9,0,EUR,COMPLETED,882.94
Transfer,Current,2025-10-04 15:03:21,2025-10-04 15:03:21,To Instant Access Savings,-1.5,0,EUR,COMPLETED,881.44
Transfer,Current,2025-10-05 9:59:17,2025-10-05 9:59:17,To Instant Access Savings,-3,0,EUR,COMPLETED,878.44
Transfer,Current,2025-10-05 11:11:21,2025-10-05 11:11:21,To Instant Access Savings,-0.72,0,EUR,COMPLETED,877.72
Transfer,Current,2025-10-05 11:58:35,2025-10-05 11:58:35,To Instant Access Savings,-1.65,0,EUR,COMPLETED,876.07
Card Payment,Current,2025-10-04 15:03:20,2025-10-05 14:04:04,Maglione Srl Ads Rio.,-7.5,0,EUR,COMPLETED,868.57
Transfer,Current,2025-10-05 17:15:29,2025-10-05 17:15:29,To Instant Access Savings,-0.72,0,EUR,COMPLETED,867.85
Card Payment,Current,2025-10-05 17:15:28,2025-10-06 6:18:56,Amazon,-41.76,0,EUR,COMPLETED,826.09
Card Payment,Current,2025-10-05 11:11:21,2025-10-06 9:42:38,Pam Panorama,-30.76,0,EUR,COMPLETED,795.33
Card Payment,Current,2025-10-05 9:59:16,2025-10-06 9:50:51,Distributore Termoceva,-30.01,0,EUR,COMPLETED,765.32
Deposit,Current,2025-10-06 19:54:31,2025-10-06 19:54:31,Payment from CIRIO ELEONORA,110,0,EUR,COMPLETED,875.32
Transfer,Current,2025-10-07 11:36:23,2025-10-07 11:36:23,To Instant Access Savings,-2.01,0,EUR,COMPLETED,873.31
Card Refund,Current,2025-10-06 2:00:00,2025-10-07 14:51:38,Amazon,22.99,0,EUR,COMPLETED,896.3
Card Payment,Current,2025-10-04 11:58:06,2025-10-07 16:54:26,Taxi,-12.7,0,EUR,COMPLETED,883.6
Transfer,Current,2025-10-07 22:19:18,2025-10-07 22:19:18,To Instant Access Savings,-1.5,0,EUR,COMPLETED,882.1
Transfer,Current,2025-10-07 22:39:52,2025-10-07 22:39:52,To Instant Access Savings,-0.03,0,EUR,COMPLETED,882.07
