,Type,Date,Amount,Description,Labels
2409,income,2025-05-30,2187.35,BIC: BCITITMMXXX CRO: 0306926419637804480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI MAGGIO 2025 SALA - Salary payment 052025500000110000386000000,['Stipendio']
2410,expense,2025-05-30,-0.8,"Addebito SDD CORE Scad.30/05/2025 Imp. 2,15 Comm. 0,80 Id.PPLXLUL2 1042494124943 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042494124943/PAYPAL",['PayPal']
2411,expense,2025-05-30,-2.15,"Addebito SDD CORE Scad.30/05/2025 Imp. 2,15 Comm. 0,80 Id.PPLXLUL2 1042494124943 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042494124943/PAYPAL",['PayPal']
2412,expense,2025-05-28,-287.74,BONIFICO DA VOI DISPOSTO NOP 59839551300 A FAVORE DI Samuele Battaglino C. BENEF. IT43Y0760110600001052224340 NOTE: rimborso Indonesia,['Viaggi']
2413,expense,2025-05-27,-40.9,"Addebito SDD CORE Scad.27/05/2025 Imp. 40,90 Comm. 0,00 Id.SATYLUL1XXX 84EB17A84B47479F885FCA7CF88DF03B Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2414,expense,2025-05-27,-0.8,"Addebito SDD CORE Scad.27/05/2025 Imp. 1,35 Comm. 0,80 Id.PPLXLUL2 1042398840715 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042398840715/PAYPAL",['PayPal']
2415,expense,2025-05-27,-1.35,"Addebito SDD CORE Scad.27/05/2025 Imp. 1,35 Comm. 0,80 Id.PPLXLUL2 1042398840715 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042398840715/PAYPAL",['PayPal']
2416,expense,2025-05-26,-400.0,BONIFICO DA VOI DISPOSTO NOP 59627051300 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa + gamba,['CasaUtenze&Tasse']
2417,expense,2025-05-26,-37.9,"Addebito SDD CORE Scad.25/05/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2514548849248062480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M016711880 SDD 10909494",['CasaUtenze&Tasse']
2418,expense,2025-05-23,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59478651300 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2419,income,2025-05-22,350.0,"BIC: AZZBITT3XXX CRO: 59168551300 O/C:MERLIN LUCIA,PALLOMO VALERIO NOTE:Interessi",['Interessi']
2420,expense,2025-05-22,-0.8,"Addebito SDD CORE Scad.22/05/2025 Imp. 2,41 Comm. 0,80 Id.PPLXLUL2 1042326300265 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042326300265/PAYPAL",['PayPal']
2421,expense,2025-05-22,-2.41,"Addebito SDD CORE Scad.22/05/2025 Imp. 2,41 Comm. 0,80 Id.PPLXLUL2 1042326300265 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042326300265/PAYPAL",['PayPal']
2422,expense,2025-05-22,-0.8,"Addebito SDD CORE Scad.22/05/2025 Imp. 1,46 Comm. 0,80 Id.PPLXLUL2 1042325436173 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042325436173/PAYPAL",['PayPal']
2423,expense,2025-05-22,-1.46,"Addebito SDD CORE Scad.22/05/2025 Imp. 1,46 Comm. 0,80 Id.PPLXLUL2 1042325436173 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042325436173/PAYPAL",['PayPal']
2424,expense,2025-05-22,-0.8,"Addebito SDD CORE Scad.22/05/2025 Imp. 4,73 Comm. 0,80 Id.PPLXLUL2 1042323479102 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042323479102/PAYPAL",['PayPal']
2425,expense,2025-05-22,-4.73,"Addebito SDD CORE Scad.22/05/2025 Imp. 4,73 Comm. 0,80 Id.PPLXLUL2 1042323479102 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042323479102/PAYPAL",['PayPal']
2426,expense,2025-05-20,-44.2,"Addebito SDD CORE Scad.20/05/2025 Imp. 44,20 Comm. 0,00 Id.SATYLUL1XXX 7A1881701E67482481F9415932E745B4 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2427,expense,2025-05-13,-0.8,"Addebito SDD CORE Scad.13/05/2025 Imp. 0,75 Comm. 0,80 Id.PPLXLUL2 1042116156027 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042116156027/PAYPAL",['PayPal']
2428,expense,2025-05-13,-0.75,"Addebito SDD CORE Scad.13/05/2025 Imp. 0,75 Comm. 0,80 Id.PPLXLUL2 1042116156027 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042116156027/PAYPAL",['PayPal']
2429,expense,2025-05-13,-0.8,"Addebito SDD CORE Scad.13/05/2025 Imp. 0,75 Comm. 0,80 Id.PPLXLUL2 1042115830575 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042115830575/PAYPAL",['PayPal']
2430,expense,2025-05-13,-0.75,"Addebito SDD CORE Scad.13/05/2025 Imp. 0,75 Comm. 0,80 Id.PPLXLUL2 1042115830575 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042115830575/PAYPAL",['PayPal']
2431,expense,2025-05-13,-0.8,"Addebito SDD CORE Scad.13/05/2025 Imp. 4,48 Comm. 0,80 Id.PPLXLUL2 1042112361599 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042112361599/PAYPAL",['PayPal']
2432,expense,2025-05-13,-4.48,"Addebito SDD CORE Scad.13/05/2025 Imp. 4,48 Comm. 0,80 Id.PPLXLUL2 1042112361599 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1042112361599/PAYPAL",['PayPal']
2433,expense,2025-05-06,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. APR 2025,['Commissioni']
2434,expense,2025-05-05,-0.8,"Addebito SDD CORE Scad.05/05/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5511256981 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-05-2025000314929240 03-05-20250134180425",['Investimenti&Risparmi']
2435,expense,2025-05-05,-100.0,"Addebito SDD CORE Scad.05/05/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5511256981 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-05-2025000314929240 03-05-20250134180425",['Investimenti&Risparmi']
2436,expense,2025-04-30,-3000.0,BONIFICO DA VOI DISPOSTO NOP 59519151000 A FAVORE DI MATTEO PALLOMO - FIDEURAM C. BENEF. IT98J0329601601000065066089 NOTE: giroconto,['Giroconto']
2437,income,2025-04-30,2359.59,BIC: BCITITMMXXX CRO: 0306927519472702480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI APRILE 2025 SALA - Salary payment 042025500000110000386000000,['Stipendio']
2438,expense,2025-04-30,-85.2,"Addebito SDD CORE Scad.30/04/2025 Imp. 85,20 Comm. 0,00 Id.CIPBITMMXXX RIDEICBPI00000005000000004361443037 Cred.IT830030000009771701001 TELEPASS S.P.A. Deb.7013840000000221501783 PALLOMO MATTEO Rif.SALDO DOCUM.010622993 DEL 30.04.2025",['Movimento']
2439,expense,2025-04-29,-81.71,"Addebito SDD CORE Scad.29/04/2025 Imp. 81,71 Comm. 0,00 Id.SATYLUL1XXX 4A89B5568A2946DBB4A2F2BBA649ED4F Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2440,expense,2025-04-28,-300.0,BONIFICO DA VOI DISPOSTO NOP 59105451000 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa,['CasaUtenze&Tasse']
2441,expense,2025-04-28,-90.0,BONIFICO DA VOI DISPOSTO NOP 59105651000 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: ottava rata riscaldamento - 2024/2025,['CasaUtenze&Tasse']
2442,expense,2025-04-28,-37.9,"Addebito SDD CORE Scad.25/04/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2511548335508130480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M010600800 SDD 10909494",['CasaUtenze&Tasse']
2443,expense,2025-04-25,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59071451000 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2444,expense,2025-04-23,-340.0,BONIFICO DA VOI DISPOSTO NOP 59772350900 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: seconda rata esercizio 2025,['CasaUtenze&Tasse']
2445,expense,2025-04-23,-40.3,"Addebito SDD CORE Scad.23/04/2025 Imp. 40,30 Comm. 0,00 Id.SATYLUL1XXX 0BDD9038A99040979733545D54FDEE45 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2446,expense,2025-04-23,-0.8,"Addebito SDD CORE Scad.23/04/2025 Imp. 4,64 Comm. 0,80 Id.PPLXLUL2 1041647027513 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1041647027513/PAYPAL",['PayPal']
2447,expense,2025-04-23,-4.64,"Addebito SDD CORE Scad.23/04/2025 Imp. 4,64 Comm. 0,80 Id.PPLXLUL2 1041647027513 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1041647027513/PAYPAL",['PayPal']
2448,expense,2025-04-23,-230.77,"Addebito SDD CORE Scad.23/04/2025 Imp. 230,77 Comm. 0,00 Id.ENIBBEBBXXX OPF154441794.19081 Cred.IT770010000000484960588 Eni Spa - Eni Regolamento Monetario Deb.8002118100000177701580 PALLOMO MATTEO Rif.5055081320970089",['Movimento']
2449,expense,2025-04-17,-0.8,"Addebito SDD CORE Scad.17/04/2025 Imp. 2,07 Comm. 0,80 Id.PPLXLUL2 1041581199453 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1041581199453/PAYPAL",['PayPal']
2450,expense,2025-04-17,-2.07,"Addebito SDD CORE Scad.17/04/2025 Imp. 2,07 Comm. 0,80 Id.PPLXLUL2 1041581199453 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1041581199453/PAYPAL",['PayPal']
2451,expense,2025-04-09,-60.0,"Operazione P.O.S. del 04/04/2025 alle 21:27, Qta.: 60,00 - LA TAVERNETTA DI MIGLI - OSIGLIA (ITA) (Trans. 099999 - Paese 380)",['Ristoranti&Delivery']
2452,expense,2025-04-07,-4000.0,VS. DISP N. 3842976 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA NOP. 59901250700 NOTE: PER TITOLI,['Generic']
2453,expense,2025-04-05,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59830250700 A FAVORE DI PALLOMO VALERIO C. BENEF. IT37A0329601601000065066248 NOTE: giroconto di prova,['Generic']
2454,expense,2025-04-03,-0.8,"Addebito SDD CORE Scad.03/04/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5508424489 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-04-2025000313624540 03-04-20250129240325",['Investimenti&Risparmi']
2455,expense,2025-04-03,-100.0,"Addebito SDD CORE Scad.03/04/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5508424489 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-04-2025000313624540 03-04-20250129240325",['Investimenti&Risparmi']
2456,expense,2025-04-03,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. MAR 2025,['Commissioni']
2457,expense,2025-04-02,-115.0,"Operazione P.O.S. del 27/03/2025 alle 07:38, Qta.: 115,00 - HOTEL CALZAVECCHIO SRL - CASALECCHIO D (ITA) (Trans. 099999 - Paese 380)",['Viaggi']
2458,expense,2025-04-01,-7.7,"Addebito SDD CORE Scad.01/04/2025 Imp. 7,70 Comm. 0,00 Id.SATYLUL1XXX DEAE365026B54826B9007F2FF36F0FB3 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2459,income,2025-03-31,2190.44,BIC: BCITITMMXXX CRO: 0306926449315605480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI MARZO 2025 SALA - Salary payment 0320255000001100003860000000,['Stipendio']
2460,expense,2025-03-29,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59889950600 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2461,expense,2025-03-25,-300.0,BONIFICO DA VOI DISPOSTO NOP 59336850600 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa,['CasaUtenze&Tasse']
2462,expense,2025-03-25,-90.0,BONIFICO DA VOI DISPOSTO NOP 59336650600 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: settima rata riscaldamento - 2024/2025,['CasaUtenze&Tasse']
2463,expense,2025-03-25,-23.7,"Addebito SDD CORE Scad.25/03/2025 Imp. 23,70 Comm. 0,00 Id.SATYLUL1XXX 496B3FBF7CB84EA0B51C5365D3973545 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2464,expense,2025-03-25,-37.9,"Addebito SDD CORE Scad.25/03/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2508447820126518480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M007410842 SDD 10909494",['CasaUtenze&Tasse']
2465,income,2025-03-24,1233.69,BIC: BCITITMMXXX CRO: 0306926231371211480500005000IT O/C:Jaguar Land Rover Italia S.p.A NOTE:INV. FE9EFEB81223423E FR.120325 CASH - Cash management transfer 20250321ITVEN0000036,['Generic']
2466,expense,2025-03-11,-15.0,"Addebito SDD CORE Scad.11/03/2025 Imp. 15,00 Comm. 0,00 Id.SATYLUL1XXX FB83F06EE15E471782D436E9294E0E19 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2467,expense,2025-03-04,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59828850300 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2468,expense,2025-03-04,-24.51,"Addebito SDD CORE Scad.04/03/2025 Imp. 24,51 Comm. 0,00 Id.SATYLUL1XXX 11804BDFA9FA4D5C98CFF4C35ABE4D61 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2469,expense,2025-03-04,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. FEB 2025,['Commissioni']
2470,expense,2025-03-03,-0.8,"Addebito SDD CORE Scad.03/03/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5505119284 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-03-2025000311171180 03-03-20250137190225",['Investimenti&Risparmi']
2471,expense,2025-03-03,-100.0,"Addebito SDD CORE Scad.03/03/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5505119284 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-03-2025000311171180 03-03-20250137190225",['Investimenti&Risparmi']
2472,expense,2025-03-03,-100.0,"Operazione P.O.S. del 25/02/2025 alle 09:30, Qta.: 100,00 - FALOPPA ENRICO- TORINO (ITA) (Trans. 099999 - Paese 380)",['Generic']
2473,income,2025-02-28,2181.44,BIC: BCITITMMXXX CRO: 0306927560277506480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI FEBBRAIO 2025 SALA - Salary payment 0220255000001100003860000,['Stipendio']
2474,expense,2025-02-27,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59326450300 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2475,expense,2025-02-26,-90.0,BONIFICO DA VOI DISPOSTO NOP 59105150300 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: sesta rata riscaldamento - 2024/2025,['CasaUtenze&Tasse']
2476,expense,2025-02-26,-400.0,BONIFICO DA VOI DISPOSTO NOP 59105250300 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa,['CasaUtenze&Tasse']
2477,expense,2025-02-25,-37.9,"Addebito SDD CORE Scad.25/02/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2505647319649106480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M004817230 SDD 10909494",['CasaUtenze&Tasse']
2478,expense,2025-02-19,-165.57,"Addebito SDD CORE Scad.19/02/2025 Imp. 165,57 Comm. 0,00 Id.ENIBBEBBXXX OPF146442095.18291 Cred.IT770010000000484960588 Eni Spa - Eni Regolamento Monetario Deb.8002118100000177701580 PALLOMO MATTEO Rif.5055081320970086",['Movimento']
2479,expense,2025-02-18,-0.8,"Addebito SDD CORE Scad.18/02/2025 Imp. 20,00 Comm. 0,80 Id.PPLXLUL2 1040330105276 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1040330105276/PAYPAL",['PayPal']
2480,expense,2025-02-18,-20.0,"Addebito SDD CORE Scad.18/02/2025 Imp. 20,00 Comm. 0,80 Id.PPLXLUL2 1040330105276 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1040330105276/PAYPAL",['PayPal']
2481,expense,2025-02-17,-352.55,BONIFICO DA VOI DISPOSTO NOP 59067950200 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: prima rata esercizio 2025,['CasaUtenze&Tasse']
2482,expense,2025-02-12,-1500.0,BONIFICO DA VOI DISPOSTO NOP 59728150100 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2483,expense,2025-02-05,-0.8,"Addebito SDD CORE Scad.05/02/2025 Imp. 117,38 Comm. 0,80 Id.PPLXLUL2 1040062985489 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1040062985489/PAYPAL",['PayPal']
2484,expense,2025-02-05,-117.38,"Addebito SDD CORE Scad.05/02/2025 Imp. 117,38 Comm. 0,80 Id.PPLXLUL2 1040062985489 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1040062985489/PAYPAL",['PayPal']
2485,expense,2025-02-04,-12.7,"Addebito SDD CORE Scad.04/02/2025 Imp. 12,70 Comm. 0,00 Id.SATYLUL1XXX 516D2D74422C4F33B8E9B5C7D939F445 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2486,income,2025-02-04,15.0,BIC: BCITITMMXXX CRO: 0306923110087505484953149531IT O/C:CAMMARATA MIKOL NOTE:Regalo Sammy CASH - Cash management transfer 02INTER20250204HSRT1359947173,['Generic']
2487,expense,2025-02-04,-0.8,"Addebito SDD CORE Scad.04/02/2025 Imp. 3,99 Comm. 0,80 Id.PPLXLUL2 1039982060679 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1039982060679/PAYPAL",['PayPal']
2488,expense,2025-02-04,-3.99,"Addebito SDD CORE Scad.04/02/2025 Imp. 3,99 Comm. 0,80 Id.PPLXLUL2 1039982060679 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1039982060679/PAYPAL",['PayPal']
2489,expense,2025-02-04,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. GEN 2025,['Commissioni']
2490,expense,2025-02-03,-96.1,"Addebito SDD CORE Scad.03/02/2025 Imp. 96,10 Comm. 0,00 Id.CIPBITMMXXX RIDEICBPI00000005000000004355131980 Cred.IT830030000009771701001 TELEPASS S.P.A. Deb.7013840000000221501783 PALLOMO MATTEO Rif.SALDO DOCUM.001535655 DEL 31.01.2025",['Movimento']
2491,expense,2025-02-03,-0.8,"Addebito SDD CORE Scad.03/02/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5502325925 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-02-2025000309739895 03-02-20250134220125",['Investimenti&Risparmi']
2492,expense,2025-02-03,-100.0,"Addebito SDD CORE Scad.03/02/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5502325925 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-02-2025000309739895 03-02-20250134220125",['Investimenti&Risparmi']
2493,income,2025-01-31,2190.88,BIC: BCITITMMXXX CRO: 0306926545279800480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI GENNAIO 2025 SALA - Salary payment 01202550000011000038600000,['Stipendio']
2494,expense,2025-01-29,-0.8,"Addebito SDD CORE Scad.29/01/2025 Imp. 73,73 Comm. 0,80 Id.PPLXLUL2 1039892434092 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1039892434092/PAYPAL",['PayPal']
2495,expense,2025-01-29,-73.73,"Addebito SDD CORE Scad.29/01/2025 Imp. 73,73 Comm. 0,80 Id.PPLXLUL2 1039892434092 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1039892434092/PAYPAL",['PayPal']
2496,expense,2025-01-27,-90.0,BONIFICO DA VOI DISPOSTO NOP 58761550206 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: quinta rata riscaldamento - 2024/2025,['CasaUtenze&Tasse']
2497,expense,2025-01-27,-300.0,BONIFICO DA VOI DISPOSTO NOP 58761750204 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa,['CasaUtenze&Tasse']
2498,expense,2025-01-27,-37.9,"Addebito SDD CORE Scad.25/01/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2502546766352988480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M000979701 SDD 10909494",['CasaUtenze&Tasse']
2499,expense,2025-01-25,-1000.0,BONIFICO DA VOI DISPOSTO NOP 58761450207 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2500,expense,2025-01-14,-64.06,"Addebito SDD CORE Scad.14/01/2025 Imp. 64,06 Comm. 0,00 Id.SATYLUL1XXX FA51E7E83B044CC6BF92CDF3FC19EEBD Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2501,expense,2025-01-07,-30.4,"Addebito SDD CORE Scad.07/01/2025 Imp. 30,40 Comm. 0,00 Id.SATYLUL1XXX 66644DA26022471FB36981AD2A8C9A05 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
